Symbol_HGNC	GenePanel
NEU1	BEWEGING (AR);EPI (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
NEUROD1	BLIND (AR);OMIM (UK,AD,AR,XL,YL)
NEUROD2	OMIM (AD)
NEUROG3	OMIM (AR);PCS (AR)
NEXMIF	BEWEGING (AD);EPI (AD);MR (XL);OMIM (XLD)
NEXN	HART (AD);OMIM (AD)
NF1	ANEURYSM (AD);DERM (AD);LENGTE (AD);MR (AD);OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
NF2	BEWEGING (AD);OMIM (AD);TUMOR (AD)
NFASC	OMIM (AR);PCS (AR)
NFAT5	IMMUUN (AD)
NFE2L2	OMIM (AD)
NFIA	MR (AD);OMIM (AD)
NFIB	MR (AD);OMIM (AD)
NFIX	LENGTE (AD);MR (AD);OMIM (AD)
NFKB1	IMMUUN (AD);OMIM (AD)
NFKB2	IMMUUN (AD);OMIM (AD)
NFKBIA	CFA (AD);DERM (AD);IMMUUN (AD);OMIM (AD)
NFS1	OXPHOS (AR)
NFU1	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NGF	HMSN (AR);OMIM (AR);PCS (AR)
NGLY1	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
NHEJ1	IMMUUN (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR);SCID (AR)
NHLRC1	EPI (AR);OMIM (AR);PCS (AR)
NHLRC2	OMIM (AR)
NHP2	BMF (AR);DERM (AR);DKC (AR);IMMUUN (AR);LEVER (AR);OMIM (AR);PCS (AR);TUMOR (AR)
NHS	BLIND (XL);MR (XL);OMIM (XL)
NIN	LENGTE (AR);OMIM (AR);PCS (AR)
NIPA1	BEWEGING (AD);HMSN (AD);OMIM (AD)
NIPAL4	DERM (AR);OMIM (AR);PCS (AR)
NIPBL	CFA (AD);DERM (AD);LENGTE (AD);MR (AD);OMIM (AD)
NKX2-1	BEWEGING (AD);MR (AD);OMIM (AD)
NKX2-5	ANEURYSM (AD);CHD (AD);HART (AD);OMIM (AD)
NKX2-6	CHD (AD);HART (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
NKX3-2	LENGTE (AR);OMIM (AR);PCS (AR)
NKX6-2	BEWEGING (AR);OMIM (AR);PCS (AR)
NLGN3	MR (XL)
NLGN4X	MR (XL);OMIM (UK,AD,AR,XL,YL)
NLRC4	IMMUUN (AD);OMIM (AD)
NLRP1	DERM (AD);IMMUUN (AD);OMIM (AD,AR);PCS (AR)
NLRP12	IMMUUN (AD);OMIM (AD)
NLRP3	DERM (AD);DOOF (AD);IMMUUN (AD);LENGTE (AD);OMIM (AD)
NLRP7	IMMUUN (-);OMIM (AR);PCS (AR)
NME1	DERM (AD)
NME3	OXPHOS (AR)
NME8	CILIO (AR);OMIM (AR);PCS (AR)
NMNAT1	BLIND (AR);METAB (AR);OMIM (AR);PCS (AR)
NNT	HART (AD);METAB (AR);OMIM (AR);PCS (AR)
NOBOX	OMIM (AD)
NOD2	DERM (AD/AR);IMMUUN (AD);OMIM (AD)
NODAL	CHD (AD);CILIO (AD);HART (AD);OMIM (AD)
NOG	CFA (AD);LENGTE (AD);OMIM (AD)
NOL3	BEWEGING (AD);OMIM (AD)
NOMO3	ANEURYSM (AD)
NONO	MR (XL);OMIM (XL)
NOP10	BMF (AR);DERM (AR);DKC (AR);IMMUUN (AR);LEVER (AR);OMIM (AR);PCS (AR);TUMOR (AR)
NOP56	OMIM (AD)
NOS1AP	HART (AD)
NOS3	ANEURYSM (AD)
NOTCH1	ANEURYSM (AD);CHD (AD);DERM (AD);HART (AD);LENGTE (AD);OMIM (AD)
NOTCH2	CHD (AD);HART (AD);LENGTE (AD);LEVER (AD);NIER (AD);OMIM (AD)
NOTCH3	OMIM (AD)
NOTCH4	ANEURYSM (AD)
NPC1	BEWEGING (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
NPC2	BEWEGING (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
NPHP1	BLIND (AR);CILIO (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
NPHP3	BLIND (AR);CILIO (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)
NPHP4	BLIND (AR);CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)
NPHS1	NIER (AR);OMIM (AR);PCS (AR)
NPHS2	NIER (AR);OMIM (AR);PCS (AR)
NPL	METAB (AR)
NPM1	BMF (AD);DKC (AD);OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
NPPA	HART (AD/AR);OMIM (AD,AR);PCS (AR)
NPPB	HART (AD/AR)
NPPC	LENGTE (AD)
NPR2	LENGTE (AR,AD);OMIM (AD,AR);PCS (AR)
NPR3	LENGTE (AR)
NPRL2	EPI (AD);OMIM (AD)
NPRL3	EPI (AD);OMIM (AD)
NR0B1	DSD (XL);HH (XL);OMIM (XL)
NR0B2	OMIM (UK,AD,AR,XL,YL);PCS (AR)
NR1H4	LEVER (AR);OMIM (AR);PCS (AR)
NR2E3	BLIND (AR);OMIM (AD,AR);PCS (AR)
NR2F1	BLIND (AD);MR (AD);OMIM (AD);OXPHOS (AD)
NR2F2	CHD (AD);HART (AD);OMIM (AD)
NR3C1	DSD (AD);OMIM (AD)
NR3C2	NIER (AD);OMIM (AD)
NR4A2	MR (AD)
NR4A3	OMIM (UK,AD,AR,XL,YL)
NR5A1	DSD (AR);OMIM (AD)
NRAS	DERM (AD);HART (AD);HEMOS (AD);IMMUUN (AD);LENGTE (AD);MR (AD);OMIM (AD);RAS (AD);TUMOR (AD)
NRIP1	OMIM (AD)
NRL	BLIND (AD);OMIM (AD)
NRXN1	EPI (AR);MR (AR);OMIM (AR);PCS (AR)
NSD1	CFA (AD);DERM (AD);LENGTE (AD);METAB (AR);MR (AD);OMIM (AD);TUMOR (AD)
NSD2	MR (AD)
NSDHL	DERM (XL);LENGTE (XL);METAB (XL);MR (XL);OMIM (XL)
NSMCE2	LENGTE (AR);OMIM (AR);PCS (AR)
NSMCE3	IMMUUN (AR);OMIM (AR);PCS (AR)
NSMF	HH (AD);OMIM (AD)
NSUN2	MR (AR);OMIM (AR);PCS (AR)
NSUN3	OXPHOS (AR)
NT5C2	BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)
NT5C3A	METAB (AR);OMIM (AR);PCS (AR)
NT5E	METAB (AR);OMIM (AR);PCS (AR)
NTF4	OMIM (UK,AD,AR,XL,YL)
NTHL1	OMIM (AR);PCS (AR);TUMOR (AR)
NTM	ANEURYSM (AD)
NTN1	OMIM (AD)
NTRK1	HMSN (AR);MR (AR);OMIM (AD,AR);PCS (AR)
NTRK2	MR (AD);OMIM (AD)
NUBPL	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
NUMA1	OMIM (UK,AD,AR,XL,YL)
NUP107	NIER (AR);OMIM (AR);PCS (AR)
NUP133	NIER (AR);OMIM (AR)
NUP155	HART (AR);OMIM (AR)
NUP160	NIER (AR);OMIM (AR)
NUP205	NIER (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
NUP214	OMIM (UK,AD,AR,XL,YL);PCS (AR)
NUP37	OMIM (AR)
NUP62	BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)
NUP85	NIER (AR);OMIM (AR)
NUP88	OMIM (AR)
NUP93	NIER (AR);OMIM (AR);PCS (AR)
NUS1	METAB (AR);MR (AD);OMIM (AD,AR);PCS (AR)
NUTM2B-AS1	OMIM (AD)
NXN	LENGTE (AR);OMIM (AR)
NYX	BLIND (XL);OMIM (XLR)
OAT	BLIND (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
OBSCN	ANEURYSM (AD);HART (AD)
OBSL1	LENGTE (AR);OMIM (AR);PCS (AR)
OCA2	BLIND (AR);DERM (AR/AD);OMIM (AR);PCS (AR)
OCLN	BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)
OCRL	BLIND (XL);CILIO (XLAR);METAB (AR);MR (XL);NIER (XLR);OMIM (XLR)
ODAM	DERM (AR)
ODAPH	CFA (AR);DERM (AR);OMIM (AR);PCS (AR)
ODC1	MR (AD)
OFD1	BLIND (XL);CFA (XL);CILIO (XLAD/XLAR);DERM (XL);EPI (XL);LENGTE (XLD,XLR);MR (XL);NIER (XLD);OMIM (XL)
OGDH	OXPHOS (AR);PCS (AR)
OGG1	OMIM (UK,AD,AR,XL,YL)
OGT	MR (XL);OMIM (XLR)
OPA1	BEWEGING (AR);BLIND (AD);DOOF (AD);OMIM (AD,AR);OXPHOS (AD);PCS (AR);SPIER (AD)
OPA3	BLIND (AR);METAB (AR);OMIM (AD,AR);OXPHOS (AR);PCS (AR)
OPCML	OMIM (UK,AD,AR,XL,YL)
OPHN1	BEWEGING (XL);EPI (XL);MR (XL);OMIM (XLR)
OPLAH	METAB (AR);OMIM (AD,AR);PCS (AR)
OPN1LW	BLIND (XL);OMIM (XL)
OPN1MW	BLIND (XL);OMIM (XL)
OPN1SW	OMIM (AD)
OPTN	ALS (AR);OMIM (AD)
ORAI1	HEMOS (AD);IMMUUN (AR);OMIM (AD,AR);PCS (AR);SPIER (AD)
ORC1	LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
ORC4	LENGTE (AR);OMIM (AR);PCS (AR)
ORC6	LENGTE (AR);OMIM (AR);PCS (AR)
OSBPL2	DOOF (AD);OMIM (AD)
OSGEP	MR (AR);NIER (AR);OMIM (AR);PCS (AR)
OSMR	DERM (AD);OMIM (AD)
OSTM1	IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)
OTC	METAB (XL);MR (XL);OMIM (XLR)
OTOA	DOOF (AR);OMIM (AR);PCS (AR)
OTOF	DOOF (AR);OMIM (AR);PCS (AR)
OTOG	DOOF (AR);OMIM (AR);PCS (AR)
OTOGL	DOOF (AR);OMIM (AR);PCS (AR)
OTUD6B	MR (AR);OMIM (AR);PCS (AR)
OTULIN	IMMUUN (AR);OMIM (AR);PCS (AR)
OTX2	BLIND (AD);CFA (AD);LENGTE (AD);MR (AD);OMIM (AD);OXPHOS (AR)
OVOL2	BLIND (AD);OMIM (AD)
OXA1L	OXPHOS (AR)
OXCT1	METAB (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
P2RX2	DOOF (AD);OMIM (AD)
P2RY12	HEMOS (AR);OMIM (AR);PCS (AR)
P3H1	LENGTE (AR);OMIM (AR);PCS (AR)
P3H2	BLIND (AR);OMIM (AR);PCS (AR)
P4HA2	BLIND (AD);OMIM (AD)
P4HB	LENGTE (AD);OMIM (AD)
P4HTM	MR (AR);OMIM (AR)
PABPN1	OMIM (AD);SPIER (AD)
PACS1	MR (AD);OMIM (AD)
PACS2	MR (AD);OMIM (AD)
PADI3	DERM (AR);OMIM (AR)
PADI6	OMIM (AR)
PAFAH1B1	EPI (AD);MR (AD);OMIM (AD)
PAH	DERM (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PAK1	MR (AD);OMIM (AD)
PAK3	EPI (XL);MR (XL);OMIM (XLR)
PALB2	BMF (AD);BRSTKNK (AD);DERM (AD/AR);OMIM (UK,AD,AR,XL,YL);SHHM (AD);TUMOR (AD)
PAM16	LENGTE (AR);OMIM (AR);PCS (AR)
PANK2	BEWEGING (AR);BLIND (AR);IJZER (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PANX1	MR (AR);OMIM (AD)
PAPPA2	LENGTE (AR)
PAPSS2	LENGTE (AR);OMIM (AR);PCS (AR)
PARK7	OMIM (AR);PARK (AR);PCS (AR)
PARN	BMF (AD,AR);DKC (AR);IMMUUN (AR,AD);MR (AR);OMIM (AD,AR);PCS (AR);TUMOR (AD,AR)
PARS2	OMIM (AR);OXPHOS (AR)
PATL2	OMIM (AR);PCS (AR)
PAX1	MR (AR);OMIM (AR);PCS (AR)
PAX2	BLIND (AD);NIER (AD);OMIM (AD)
PAX3	CFA (AD);DERM (AD/AR);DOOF (AD);LENGTE (AD);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PAX4	OMIM (AD)
PAX5	IMMUUN (AD);TUMOR (AD)
PAX6	BEWEGING (AD);BLIND (AD);CFA (AD);MR (AD,AR);OMIM (AD)
PAX7	CFA (AR);MR (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PAX8	MR (AD);OMIM (AD)
PAX9	CFA (AD);DERM (AD);OMIM (AD)
PBX1	IMMUUN (AD,AR);MR (AD);NIER (AD);OMIM (AD)
PC	EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PCARE	BLIND (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PCBD1	METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
PCCA	HART (AR);IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PCCB	HART (AR);IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PCDH12	MR (AR);OMIM (AR);PCS (AR)
PCDH15	BLIND (AR);DOOF (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PCDH19	EPI (XL);MR (XL);OMIM (XL)
PCGF2	MR (AD);OMIM (AD)
PCIF1	ANEURYSM (AD)
PCK1	METAB (AR);OMIM (AR);PCS (AR)
PCK2	METAB (AR);PCS (AR)
PCLO	MR (AR);OMIM (AR);PCS (AR)
PCNA	DERM (AR);OMIM (AR);PCS (AR)
PCNT	LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
PCSK1	HH (AR);OMIM (AR);PCS (AR)
PCSK9	OMIM (AD)
PCYT1A	BLIND (AR);LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)
PCYT2	BEWEGING (AR);METAB (AR)
PDCD10	OMIM (UK,AD,AR,XL,YL)
PDE10A	BEWEGING (AD,AR);OMIM (AD,AR);PCS (AR)
PDE11A	OMIM (AD)
PDE1C	DOOF (AD);OMIM (AD)
PDE3A	LENGTE (AD);OMIM (AD)
PDE4D	LENGTE (AD);MR (AD);OMIM (AD)
PDE6A	BLIND (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PDE6B	BLIND (AR,AD);OMIM (AD,AR);PCS (AR)
PDE6C	BLIND (AR);OMIM (AR);PCS (AR)
PDE6D	BLIND (AR);CILIO (AR);NIER (AR);OMIM (AR);PCS (AR)
PDE6G	BLIND (AR);OMIM (AR);PCS (AR)
PDE6H	BLIND (AR);OMIM (AD,AR);PCS (AR)
PDE8B	BEWEGING (AD);OMIM (AD)
PDGFB	BEWEGING (AD);DERM (AD);OMIM (AD);PARK (AD);TUMOR (AD)
PDGFRA	OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
PDGFRB	BEWEGING (AD);DERM (AD);OMIM (AD);PARK (AD)
PDGFRL	OMIM (UK,AD,AR,XL,YL)
PDHA1	BEWEGING (XL);EPI (XL);MR (XL);OMIM (XLD);OXPHOS (XL)
PDHB	EPI (AR);OMIM (UK,AD,AR,XL,YL);OXPHOS (AR);PCS (AR)
PDHX	BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PDK1	OXPHOS (AR)
PDK2	OXPHOS (AR)
PDK3	HMSN (XLD);OMIM (XLD);OXPHOS (XL)
PDK4	OXPHOS (AR)
PDLIM3	HART (AD)
PDLIM5	HART (AD)
PDP1	EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PDSS1	BEWEGING (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PDSS2	BEWEGING (AR);METAB (AR);MR (AR);NIER (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PDX1	EPI (AR);OMIM (AR);PCS (AR)
PDXK	OMIM (AR)
PDYN	BEWEGING (AD);HMSN (AD);OMIM (AD)
PDZD7	BLIND (AR);DOOF (AR);OMIM (AR);PCS (AR)
PEPD	DERM (AR);IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PER2	OMIM (AD)
PER3	OMIM (AD)
PERCC1	OMIM (UK,AD,AR,XL,YL)
PERP	DERM (AD/AR)
PET100	BLIND (AR);DOOF (AR);EPI (AR);MR (AR);OMIM (UK,AD,AR,XL,YL);OXPHOS (AR);PCS (AR)
PET117	OXPHOS (AR)
PEX1	BLIND (AR);DOOF (AR);EPI (AR);HMSN (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX10	BEWEGING (AR);EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX11B	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX12	EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX13	EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX14	EPI (AR);LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)
PEX16	EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX19	EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX2	BEWEGING (AR);BLIND (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX26	BLIND (AR);DOOF (AR);EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX3	EPI (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX5	EPI (AR);HART (AR);LENGTE (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PEX6	DOOF (AR);EPI (AR);LENGTE (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AD,AR);PCS (AR)
PEX7	BEWEGING (AR);BLIND (AR);DERM (AR);HART (AR);HMSN (AR);LENGTE (AR);LEVER (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PFKM	METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
PFN1	ALS (AD);OMIM (UK,AD,AR,XL,YL)
PGAM2	METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
PGAP1	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PGAP2	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PGAP3	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PGK1	BLIND (XL);METAB (AR);MR (XL);OMIM (XLR);SPIER (XL)
PGM1	CFA (AR);HART (AR);METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
PGM3	IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PHACTR1	ANEURYSM (AD);MR (AD);OMIM (AD)
PHC1	OMIM (AR)
PHEX	DERM (XL);LENGTE (XL);NIER (XLD);OMIM (XLD)
PHF21A	MR (AD)
PHF6	EPI (XL);MR (XL);OMIM (XLR)
PHF8	MR (XL);OMIM (XLR)
PHGDH	AKI (AR);DERM (AR);EPI (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PHIP	MR (AD);OMIM (AD)
PHKA1	HART (XLR);METAB (XL);OMIM (XLR);SPIER (XL)
PHKA2	METAB (XL);OMIM (XLR)
PHKB	METAB (XL);OMIM (AR);PCS (AR)
PHKG1	METAB (AR)
PHKG2	METAB (AR);OMIM (AR);PCS (AR)
PHOX2A	BLIND (AR);OMIM (AR);PCS (AR)
PHOX2B	OMIM (AD);TUMOR (AD)
PHYH	BEWEGING (AR);BLIND (AR);DERM (AR);HART (AR);HMSN (AR);METAB (AR);OMIM (AR);PCS (AR)
PI4KA	MR (AR);OMIM (AR);PCS (AR)
PIBF1	CILIO (AR);OMIM (AR);PCS (AR)
PICALM	OMIM (UK,AD,AR,XL,YL)
PIEZO1	DERM (AD);OMIM (AD,AR)
PIEZO2	AKI (AD,AR);HMSN (AR);OMIM (AD,AR);PCS (AR);SPIER (AD,AR)
PIGA	DERM (XL);EPI (XL);HEMOS (SOM);IMMUUN (XL);METAB (AR);MR (XL);OMIM (XLR);OXPHOS (XL)
PIGB	MR (AR);OMIM (AR);PCS (AR)
PIGC	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIGG	MR (AR);OMIM (AR);PCS (AR)
PIGH	OMIM (AR);PCS (AR)
PIGL	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIGM	METAB (AR);OMIM (AR);PCS (AR)
PIGN	DERM (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIGO	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIGP	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIGQ	METAB (AR);OMIM (AR)
PIGS	OMIM (AR)
PIGT	EPI (AR);METAB (AR);MR (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PIGU	MR (AR);OMIM (AR)
PIGV	DERM (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIGW	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIGY	METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PIH1D3	CILIO (XL);OMIM (XLR)
PIK3C2A	CILIO (AR);OMIM (AR)
PIK3C3	ANEURYSM (AD)
PIK3CA	DERM (AD);METAB (AR);MR (AD);OMIM (UK,AD,AR,XL,YL);TUMOR (AD)
PIK3CD	IMMUUN (AD);OMIM (AD)
PIK3R1	IMMUUN (AR);LENGTE (AD);METAB (AR);OMIM (AD,AR);PCS (AR)
PIK3R2	METAB (AR);MR (AD);OMIM (AD)
PIK3R5	BEWEGING (AR);METAB (AR);OMIM (AR);PCS (AR)
PIKFYVE	BLIND (AD);METAB (AR);OMIM (AD)
PINK1	OMIM (AR);PARK (AR);PCS (AR)
PIP5K1C	AKI (AR);METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
PISD	LENGTE (AR);OXPHOS (AR)
PITPNM3	OMIM (AD)
PITRM1	OXPHOS (AR)
PITX1	LENGTE (AD);OMIM (AD)
PITX2	BLIND (AR);CFA (AD);DERM (AD);HART (AD);LENGTE (AD);OMIM (AD)
PITX3	BLIND (AD);OMIM (AD,AR)
PJVK	DOOF (AR);OMIM (AR);PCS (AR)
PKD1	ANEURYSM (AD);CILIO (AD);LEVER (AD);NIER (AD);OMIM (AD)
PKD1L1	CHD (AR);HART (AR);OMIM (AR);PCS (AR)
PKD2	ANEURYSM (AD);CILIO (AD);LEVER (AD);NIER (AD);OMIM (AD)
PKDCC	LENGTE (AR)
PKHD1	CILIO (AR);LEVER (AR);NIER (AR);OMIM (AR);PCS (AR)
PKLR	METAB (AR);OMIM (AD,AR);PCS (AR)
PKP1	DERM (AR);OMIM (UK,AD,AR,XL,YL);PCS (AR)
PKP2	HART (AD);OMIM (AD)
PKP4	HART (AD)
PLA2G4A	HEMOS (AR);OMIM (AR)
PLA2G5	BLIND (AR);METAB (AR)
PLA2G6	BEWEGING (AR);EPI (AR);HMSN (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PARK (AR);PCS (AR)
PLA2G7	ANEURYSM (AD);HEMOS (AD,AR);METAB (AR);OMIM (AR);PCS (AR)
PLAA	MR (AR);OMIM (AR);PCS (AR)
PLAG1	OMIM (UK,AD,AR,XL,YL)
PLAT	HEMOS (AR/AD)
PLAU	ANEURYSM (AD);HEMOS (AD);OMIM (AD)
PLAUR	ANEURYSM (AD)
PLCB1	EPI (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PLCB3	LENGTE (AR)
PLCB4	CFA (AD,AR);LENGTE (AD,AR);METAB (AR);OMIM (AD,AR)
PLCD1	DERM (AD/AR);METAB (AR);OMIM (AD,AR);PCS (AR)
PLCE1	METAB (AR);NIER (AR);OMIM (AR);PCS (AR)
PLCG2	DERM (AD);IMMUUN (AD);METAB (AR);OMIM (AD)
PLCZ1	OMIM (AR)
PLD1	CHD (AR);HART (AR);OMIM (AR);PCS (AR)
PLD3	OMIM (AD)
PLEC	DERM (AR);OMIM (AD,AR);PCS (AR);SPIER (AR)
PLEKHG2	OMIM (AR);PCS (AR)
PLEKHG5	HMSN (AR);OMIM (AR);PCS (AR)
PLEKHM1	IMMUUN (AR);LENGTE (AR);OMIM (AD,AR);PCS (AR)
PLEKHM2	HART (AR)
PLG	ANEURYSM (AD);DERM (AR);HEMOS (AR);IMMUUN (AR);OMIM (AR);PCS (AR)
PLIN1	DERM (AD);METAB (AD);OMIM (AD)
PLK4	BLIND (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)
PLN	HART (AD/AR);OMIM (AD)
PLOD1	AKI (AR);ANEURYSM (AR);DERM (AR);HART (AR);LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)
PLOD2	LENGTE (AR);METAB (AR);OMIM (AR);PCS (AR)
PLOD3	DERM (AR);METAB (AR);OMIM (AR);PCS (AR)
PLP1	BEWEGING (XL);EPI (XL);MR (XL);OMIM (XLR)
PLPBP	EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PLPP6	OMIM (UK,AD,AR,XL,YL)
PLS3	LENGTE (XL);OMIM (XLD)
PLVAP	OMIM (AR)
PLXND1	MR (AD)
PMEPA1	ANEURYSM (AD);HART (AD)
PMFBP1	OMIM (AR)
PML	OMIM (UK,AD,AR,XL,YL)
PMM2	BEWEGING (AR);EPI (AR);HART (AR);HMSN (AR);IMMUUN (AR);METAB (AR);MR (AR);NIER (AR);OMIM (AR);PCS (AR)
PMP2	HMSN (AD);OMIM (AD)
PMP22	HMSN (AD);OMIM (UK,AD,AR,XL,YL)
PMPCA	BEWEGING (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PMPCB	MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
PMS2	DERM (AD);OMIM (AR);PCS (AR);TUMOR (AD,AR)
PMS2CL	TUMOR (AD,AR)
PMVK	DERM (AD);OMIM (AD)
PNKD	BEWEGING (AD);OMIM (AD)
PNKP	BEWEGING (AR);EPI (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)
PNLIP	METAB (AR);OMIM (AR);PCS (AR)
PNMT	METAB (AR)
PNP	IMMUUN (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR);SCID (AR)
PNPLA1	DERM (AR);OMIM (AR);PCS (AR)
PNPLA2	DERM (AR);HART (AR);METAB (AR);OMIM (AR);PCS (AR);SPIER (AR)
PNPLA6	BEWEGING (AR);BLIND (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)
PNPLA8	OMIM (AR);OXPHOS (AR);PCS (AR)
PNPO	EPI (AR);METAB (AR);OMIM (AR);PCS (AR)
PNPT1	DOOF (AR);OMIM (AR);OXPHOS (AR);PCS (AR)
POC1A	CILIO (AR);DERM (AR);LENGTE (AR);OMIM (AR);PCS (AR)
POC1B	BLIND (AR);OMIM (AR);PCS (AR)
POC5	BLIND (AR)
POF1B	OMIM (XLR)
POFUT1	DERM (AD);METAB (AD);OMIM (AD)
POGLUT1	DERM (AD);METAB (AR,AD);OMIM (AD,AR);PCS (AR)
POGZ	MR (AD);OMIM (AD)
POLA1	IMMUUN (XLR);MR (XLR);OMIM (XLR)
POLD1	DERM (AD);OMIM (AD);TUMOR (AD)
POLE	LENGTE (AR);OMIM (AR);TUMOR (AD)
POLE2	IMMUUN (AR)
POLG	BEWEGING (AR);EPI (AR);LEVER (AR);MR (AR);OMIM (AD,AR);OXPHOS (AR,AD);PARK (AD);PCS (AR)
POLG2	OMIM (AD,AR);OXPHOS (AD)
POLH	DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)
POLL	LENGTE (AD)
POLR1A	LENGTE (AD);OMIM (AD)
